name,latitude,longitude
Đỗ Công Tường,10.7975868,106.619788
Tân Kỳ Tân Quý,10.7989506,106.6196101
Showroom ô tô - 343-345 Tân Kỳ Tân Quý,10.8008474,106.6230789
Trạm xăng - 295 Tân Kỳ Tân Quý,10.8019307,106.6260454
Đầu Lê Trọng Tấn,10.8043072,106.6322118
Trạm bơm - 71 Đường D9,10.812122,106.6268702
Trạm cuối D9,10.8144392,106.6252629
Chung cư Phúc Yên,10.8244088,106.6302744
Nhà thờ Hy Vọng,10.8280818,106.631976
Trường Cao đẳng Du lịch,10.8331127,106.6343858
Trung tâm y khoa Dân Sinh,10.834825,106.6351663
Nhà sách Phan Huy Ích,10.8394009,106.6372719
Ngã ba Cây Trâm,10.8458585,106.6432902
Đường số 53,10.8470705,106.6458235
Công ty Huê Phong,10.8481644,106.6480599
Chợ Thạch Đà,10.8495407,106.6509737
Nhà thờ Thạch Đà,10.8507683,106.6543077
Trung tâm Văn hóa Quận Gò Vấp,10.8513794,106.6575907
Nhà thờ Hà Nội,10.8510612,106.665124
Nhà thờ Trung Bắc,10.8491315,106.666056
Trường THCS Lý Tự Trọng,10.8464006,106.6705922
Bệnh viện Gò Vấp,10.8447306,106.6723759
Ngã ba Lê Hoàng Phái,10.8425407,106.6757129
Ngọc Lan,10.8632358,106.6818191
Khu QLGTĐT số 3,10.8619301,106.6744809
Cầu Cả Bốn,10.861626,106.674455
Bến xe Ngã tư Ga,10.8614663,106.678161
Ngã tư An Nhơn,10.8422053,106.6762864
Bệnh viện Gò Vấp,10.845083,106.6720298
Trường Trung học Cơ sở Lý Tự Trọng,10.8472608,106.66935
Nhà thờ Trung Bắc,10.8491349,106.6661562
Nhà thờ Hà Nội,10.8518856,106.665299
Nhà thờ Hợp An,10.8537943,106.6643199
Trường Tiểu học Lê Thị Hồng Gấm 1,10.8529307,106.6617963
Trung tâm Văn hóa Quận Gò Vấp,10.851559,106.6578575
Chợ Thạch Đà,10.8497047,106.6511365
Công ty Huê Phong,10.8484164,106.6484244
Đường số 53,10.8469903,106.6454907
Ngã ba Cây Trâm,10.8460431,106.6434992
Trường Tiểu học An Hội,10.8450343,106.6414965
Ngã ba Nguyễn Duy Cung,10.8429186,106.6392426
Chùa Linh Sơn Hải Hội,10.8410171,106.6380159
Nhà sách Phan Huy Ích,10.8374657,106.6362908
Trung tân Y khoa Dân Sinh,10.8349355,106.6351699
Trường Cao đẳng Du lịch,10.8324515,106.633994
Nhà máy Hóa chất Tân Bình,10.8307852,106.6332047
Nhà thờ Hy Vọng,10.828533,106.6321176
Trạm đầu D9,10.8145099,106.6251108
Trạm cuối D9,10.8122003,106.6267389
Cafe Bonjour,10.8033361,106.6315688
Đường số 27,10.8027505,106.628473
Cây xăng Sài Gòn Petro,10.8019746,106.6259279
Showroom ô tô - 51/13 Tân Kỳ Tân Quý,10.8010154,106.6233616
Nhà thờ Họ tộc Nguyễn,10.7999334,106.6205138
Đầu Tân Quý,10.7988038,106.6195727
UBND Phường Tân Quý,10.7965505,106.6198935
Tiệm cửa sắt - 156 Tân Quý,10.7930278,106.620535
Trạm Y tế Phường Tân Quý,10.7910272,106.6207469
Trường Cao đẳng Giao thông Vận tải,10.7864088,106.6220114
Chợ Phường 18,10.7829841,106.6259909
Trần Thủ Độ,10.7818693,106.6287206
Lê Cao Lãng,10.7787092,106.6277098
Cuối Tô Hiệu,10.7754628,106.6281607
Đầu Tô Hiệu,10.7728126,106.6272663
Trung tâm Anh ngữ - 193 Lũy Bán Bích,10.7688599,106.6316512
Trạm Xưởng may Việt Đại,10.7662558,106.6319073
Công ty Dệt may Sài Gòn,10.7618421,106.6323286
Cầu Tân Hóa,10.7596871,106.633211
Cầu Ông Buông,10.7561539,106.6365522
Trường Tiểu học Nguyễn Du,10.8525468,106.6324263
Cây xăng Năng Lượng - Quốc lộ 1A,10.8590274,106.6442056
Ngã tư Tân Thới Hiệp,10.8619071,106.651173
UBND Quận 12,10.8617635,106.6541473
Bãi xe Tri Ân,10.8616215,106.6571162
Cầu Bến Cát,10.8614213,106.6623037
Gò Sao,10.8614977,106.6665015
Cầu Ga nhỏ,10.8611678,106.6820534
An Phú Đông,10.8608736,106.6865958
Công ty Vĩnh Đông,10.8607398,106.6891984
Đài liệt sĩ An Phú Đông,10.860508,106.6923154
Đại học Nguyễn Tất Thành,10.8603862,106.6945185
Công ty đá Ngọc Ngân,10.8596993,106.7006873
Tu viện Khánh An,10.8590193,106.7060482
Bãi đậu xe kho hàng - 1500/3C Quốc lộ 1A,10.8586206,106.708976
Aone - Quốc lộ 1A,10.8596686,106.7134744
Ngã tư Bình Phước,10.8633184,106.7204985
Cầu Bình Phước,10.8638242,106.7204311
Aone - Quốc lộ 1A,10.8598847,106.7129807
Công ty EUROPA,10.859144,106.7076668
Tu viện Khánh An,10.8594751,106.7049521
Công ty Mai Linh,10.8599601,106.7011227
Đình An Phú Đông,10.8606502,106.6954174
Đài Liệt sĩ An Phú Đông,10.8608846,106.6922198
Công ty Hồng Mã,10.8610605,106.6894629
Phường An Phú Đông,10.8613081,106.6851398
Cầu Ga nhỏ,10.8614937,106.6823353
Bến xe Ngã tư Ga,10.8616857,106.6793653
Trường Mầm non Ngôi nhà Trẻ thơ,10.8618622,106.6674864
Cơ khí Minh Huy,10.86177,106.6613457
Đá hoa cương Chí Thành,10.8619261,106.6571892
Quận ủy Quận 12,10.8620876,106.6532781
Ngã tư Tân Thới Hiệp,10.8622331,106.6508988
Cao su Vina,10.861758,106.6485689
Cây xăng Trung Tín,10.8602115,106.6457059
Trạm điện Hóc Môn,10.8576373,106.6409523
Trường Tiểu học Nguyễn Du,10.8530793,106.6326144
Công viên Phần mềm Quang Trung,10.8518706,106.6303106
Sân bóng đá CLB Cảng Sài Gòn,10.7524186,106.7223614
Cư xá Ngân Hàng,10.7528859,106.7190872
Nhà thờ Thuận Phát,10.7518973,106.7150794
Bế Văn Cấm,10.7518492,106.7092958
UBND Phường Tân Kiểng,10.7518496,106.7065813
Phan Huy Thực,10.7490325,106.7048748
Quận Đoàn 7,10.7460717,106.7044547
Trung tâm Y tế Tân Quy,10.7449327,106.704995
Chợ Tân Quy,10.7454411,106.7066259
Đường số 10,10.7454604,106.7098811
Trường THPT Lê Thánh Tôn,10.7449327,106.7104738
Chợ Chiều,10.7449231,106.7135096
Đường số 43,10.7432854,106.7136668
Mai Văn Vĩnh,10.7394148,106.7136602
Chợ Tân Mỹ,10.7354733,106.7180644
Nguyễn Lương Bằng,10.72936,106.7127605
Sky Garden,10.7291747,106.7048385
Lê Văn Lương,10.7291277,106.6994509
Trung Sơn,10.7286376,106.6871618
Cầu Ông Bé,10.7285791,106.6840385
Ấp 4A,10.7293561,106.6767214
Chợ tạm Ấp 4,10.7322709,106.6746606
Centre Mall,10.7343399,106.6732123
Hòa Bình,10.7360885,106.6719066
Đường 1011,10.7362952,106.6691251
Trường THPT Tạ Quang Bửu,10.7344065,106.6612683
Trường THPT Tạ Quang Bửu,10.7342706,106.6615534
Phạm Hùng,10.7358039,106.6685503
Hòa Bình,10.736049,106.6718217
Centre Mall,10.7343307,106.6730594
Chợ tạm Ấp 4,10.7322752,106.6744818
Nguyễn Văn Linh,10.7293166,106.6766336
Cầu Ông Bé,10.7278598,106.6841411
Trung Sơn,10.7279402,106.6874173
Lê Văn Lương,10.7280605,106.6998079
Phòng cháy chữa cháy số 7,10.7281431,106.7039814
CoopMart Phú Mỹ Hưng,10.7283084,106.711582
Cầu Thầy Tiêu,10.728391,106.7148462
Chợ Tân Mỹ,10.7355488,106.718226
Mai Văn Vĩnh,10.7398351,106.7137476
Đường số 41,10.7436205,106.7137476
Chợ Chiều,10.74502,106.7131642
Trường THPT Lê Thánh Tôn,10.7450061,106.7114049
Đường số 10,10.7455352,106.7097828
Chợ Tân Quy,10.7454983,106.7064905
Trạm Y tế Tân Quy,10.7450132,106.7048473
Quận Đoàn 7,10.7460119,106.7045123
Phan Huy Thục,10.7489565,106.704921
Ngã ba Tân Quy,10.7515026,106.7050867
UBND Phường Tân Kiểng,10.7517243,106.7068392
Bế Văn Cẩm,10.7517382,106.7093391
Miếu Bà Cố,10.7517797,106.7125513
Nhà thờ Thuận Phát,10.7518178,106.7154356
Cư xá Ngân Hàng,10.7530026,106.7194412
Vincom Plaza Phan Văn Trị,10.8271499,106.6884442
PCCC Quận Gò Vấp,10.8285099,106.6849843
Cây xăng Petrolimex - Phan Văn Trị,10.8303914,106.6791589
Nhà máy Z751,10.8316943,106.6754682
Country House,10.8336647,106.6699562
Chợ Thông Tây,10.8349143,106.6664899
Ngã ba Nguyễn Văn Lương,10.8381614,106.6651883
UBND Phường 16,10.8421157,106.6647947
Trường Đại học Hồng Bàng,10.8454815,106.6648066
Chùa Tiên Long,10.8479826,106.6646183
Metro Hiệp Phú,10.8636775,106.6497189
Công ty Bia Tiger,10.8680813,106.649505
Bảo hiểm xã hội Quận 12,10.8720405,106.6493038
UBND Phường Thới An,10.8752198,106.6491721
UBND Phường Thới An,10.8755284,106.6490348
Bảo hiểm xã hội Quận 12,10.8725069,106.6491849
Công ty Bia Tiger,10.868466,106.6493913
Metro Hiệp Phú,10.8634333,106.6496097
Nhà thờ Nữ Vương Hòa Bình,10.8568394,106.6538451
Cầu Cụt,10.85434,106.6568186
Chùa Tiên Long,10.8480035,106.6645415
Trường Đại học Hồng Bàng,10.8446375,106.6647386
UBND Phường 16,10.8424703,106.6646841
Ngã ba Nguyễn Văn Lương,10.8392196,106.6652588
Chợ Thông Tây,10.8363273,106.6646925
Chợ Thông Tây,10.8349923,106.6658839
Country House,10.833851,106.6690259
Nhà khách Phía Nam,10.8327917,106.6719765
Du Miên Garden,10.8320145,106.6741154
Ngã tư Nguyễn Oanh,10.8310764,106.6767713
Cây xăng Petrolimex - Phan Văn Trị,10.8302833,106.6790424
CoopMart Phan Văn Trị,10.8295004,106.6814303
PCCC Quận Gò Vấp,10.8282689,106.6852083
Vincom Plaza Phan Văn Trị,10.8275224,106.6874251
Bãi hậu cần số 1,10.8235977,106.6920944
Chùa Giác Quang,10.8193119,106.6945098
Chợ Phan Văn Trị,10.8132519,106.695228
Nhà thờ Đức Bà,10.7792374,106.6991514
Pasteur,10.7782822,106.6992407
Nam Kỳ Khởi Nghĩa,10.777234,106.6983113
Đầu bến Tân Quy,10.7357096,106.706361
Lotte Mart,10.740233,106.7036603
Chung cư Tân Vĩnh,10.7587259,106.6992888
Hoàng Diệu,10.7601132,106.6992888
Ngã tư Nguyễn Chí Thanh,10.7613517,106.6730272
Chùa An Quang,10.766287,106.6719221
Đại học Bách Khoa (cổng sau),10.773358,106.6611492
Trạm đăng kiểm - 345F Lạc Long Quân,10.7702498,106.6447185
Trường THCS Lê Quý Đôn,10.767503,106.6429734
Đường Nguyễn Thị Nhỏ,10.7702066,106.652674
Nhà thi đấu Phú Thọ,10.7704597,106.6572491
Bệnh viện Trung Vương,10.7711036,106.6590817
Ngân hàng Quân Đội - 405 Tô Hiến Thành,10.7755793,106.6630014
Nhà thờ Đồng Tiến,10.7704104,106.6658966
Chung cư Ngô Gia Tự,10.7635591,106.6724571
Ngã tư Nguyễn Chí Thanh,10.7609993,106.6730488
Bệnh viện 30/4,10.7582737,106.6736597
Hoàng Diệu,10.7607919,106.6999058
Đường số 15,10.7445452,106.7042457
Chợ Nga,10.7617427,106.6962616
Hải Thượng Lãn Ông - Võ Văn Kiệt,10.7504458,106.6639863
Bãi Sậy,10.7488154,106.649327
Bình Tiên,10.7396059,106.642861
Cầu Rạch Cây,10.7324349,106.6309072
Carina Plaza,10.7294291,106.6254822
Đường số 1B,10.7256039,106.6179711
Hồ Học Lãm,10.7230654,106.6128069
An Dương Vương,10.7267279,106.6209639
Carina Plaza,10.7288364,106.6248738
Cầu Rạch Cây,10.7328032,106.6320361
Bình Tiên,10.7387124,106.641787
An Bình,10.7490681,106.6746476
Cầu Nguyễn Văn Cừ,10.7559639,106.689258
Chợ Nga,10.7618691,106.6966726
AEON Mall Bình Tân,10.7440072,106.6123056
Bệnh viện Quốc tế,10.7423791,106.6096737
Đường số 13,10.7439348,106.6083542
Đường số 34,10.7461817,106.6072826
Đường Tên Lửa,10.7475684,106.6110971
Địa ốc Phước Lộc,10.7485015,106.6118083
Đường 32,10.7551521,106.6082763
Quán cơm - 706 Tên Lửa,10.7558427,106.6061185
Công ty Hương Sở,10.7609755,106.605071
Bệnh viện Bình Tân,10.7635295,106.6043724
Ngã ba Lê Văn Quới,10.7762852,106.602783
Nhà thuốc Thiên Ân,10.7762132,106.6058976
Bệnh viện Đa khoa Bình Tân,10.7760223,106.6131335
Bình Long,10.7762453,106.6215198
Đỗ Bí,10.7802815,106.6202501
Cây xăng Bình Long,10.7819834,106.6206987
Lê Đình Thám,10.7964817,106.6238426
Cuối Cầu Xéo,10.8003516,106.6242716
Đầu Cầu Xéo,10.800379,106.6241584
Lê Đình Thám,10.7966221,106.6237638
Cafe Tino,10.7958633,106.6248045
Chung cư Gò Dầu,10.7956986,106.6280936
Tân Sơn Nhì,10.7940046,106.6287921
Cây xăng Bình Long,10.7821547,106.6206551
Bình Long,10.7794975,106.6204389
Chùa Như Thị Thất,10.7759832,106.6214102
Siêu thị (Shop thời trang) - 42 Lê Văn Quới,10.7746669,106.6185428
Bệnh viện Đa khoa Bình Tân,10.7759245,106.6138685
Chợ Lê Văn Quới,10.7763445,106.6097487
Trạm xăng - 366 Lê Văn Quới,10.7763789,106.6055834
Mã Lò,10.7764111,106.6036087
Bệnh viện Bình Tân,10.7639448,106.6041773
Công ty Hương Sở,10.7611156,106.6049475
Bà Hom,10.7589281,106.6062239
Quán cơm - 714 Tên Lửa,10.7557995,106.6060335
Đường 32,10.7549749,106.607902
Địa ốc Phước Lộc,10.7490216,106.6113717
Đường Tên Lửa,10.7478944,106.6115878
Đường số 34,10.7465661,106.6077971
Đường số 13,10.7443373,106.6079269
Bệnh viện Quốc tế,10.7424931,106.6101414
Công viên Dạ cầu Sài Gòn,10.7983982,106.7320905
Chùa Diệu Giác,10.7885785,106.7298109
Lương Đình Của,10.7860031,106.7293944
Trần Não,10.7855187,106.7304684
Đình Bình Khánh,10.7867761,106.7326576
Đường số 8,10.7886859,106.7363877
Cầu Ông Tranh,10.7901271,106.7416979
Siêu thị Chợ Lớn,10.7907858,106.7446155
Phòng Đào tạo Quận 2,10.7918906,106.7498982
Trường Cấp 3 Giồng Ông Tố,10.7846712,106.7573687
Trung tâm Y tế Dự phòng Quận 2,10.7825098,106.7594544
Trung tâm dạy nghề Quận 2,10.7794828,106.7629808
Đường số 10,10.7778439,106.7643989
Trung tâm Dạy nghề Quận 2,10.7801147,106.7625963
Trung tâm Y tế Dự phòng Quận 2,10.7825549,106.7596503
Chùa Thái Nguyên,10.7874633,106.7556935
Phòng Đào tạo Quận 2,10.7919567,106.7494447
Siêu thị Chợ Lớn,10.7910695,106.7451878
Chùa Huệ Nghiêm,10.7896405,106.7383727
Đường số 8,10.7883265,106.7352337
Đình Bình Khánh,10.7871036,106.7328953
Trần Não,10.785593,106.7299955
Lương Đình Của,10.7859487,106.7296132
Chùa Diệu Giác,10.7889517,106.7301317
Nhà sách An Bình,10.7962673,106.7313891
Đường Quốc Hương,10.8006036,106.7319048
Bến xe Kho Muối,10.7530415,106.7017914
UBND Phường 4,10.7531232,106.7034638
Tôn Đản,10.755042,106.705753
Tôn Đản,10.7561706,106.7053328
Nhà thuốc Hữu Nghị,10.7561442,106.7030529
Đường 11,10.7567187,106.7021463
Trường Chính trị Quận 4,10.7594816,106.7001346
Lê Thị Hồng Gấm,10.7691258,106.698333
TTTM Vincom,10.7785767,106.7016647
Bệnh viện Nhi đồng 2,10.7807246,106.7036308
Ba Son,10.7815207,106.7068305
Ba Son,10.7818263,106.7071024
Cầu vượt Thủ Thiêm,10.7910262,106.7149161
Trường Trung học Cơ sở Phú Mỹ,10.7926229,106.7122038
Đại học Tôn Đức Thắng,10.7932772,106.7097592
Trường Khiếm thính Hy Vọng,10.7941716,106.709637
CoopMart Cầu Kinh,10.8122748,106.7153748
Chung cư Thanh Đa,10.8180686,106.7226213
Trung tâm TDTT Thanh Đa,10.8204165,106.7269284
Hồ bơi Misha,10.821388,106.7287066
Trung tâm Cai nghiện Ma túy - 330 Bình Quới,10.8225999,106.7308336
"UBND Phường 28, Quận Bình Thạnh",10.8242336,106.7332612
Chợ Bình Quới,10.826538,106.7361062
Khu du lịch Bình Quới,10.8283841,106.737893
Nhà hàng Hàn Quốc - 546B-546C Bình Quới,10.8298307,106.7403332
Bến đò Bình Quới,10.8317649,106.7427897
Nhà hàng Hàn Quốc - 401 Bình Quới,10.8295595,106.7395458
Khu du lịch Bình Quới,10.8278946,106.7373178
Chợ Bình Quới,10.8264657,106.7359119
"UBND Quận 28, Phường Bình Thạnh",10.8241401,106.7330169
Trung tâm Cai nghiện Ma túy - 1051 Bình Quới,10.8223084,106.7301708
Cư xá Thanh Đa,10.8213776,106.7285279
Trung tâm TDTT Thanh Đa,10.8201682,106.7262977
Chung cư Thanh Đa,10.8183058,106.7227805
Chợ Thanh Đa,10.8167168,106.7197775
CoopMart Cầu Kinh,10.8123579,106.7151731
Chùa Bửu Liên,10.810846,106.7134767
Ngã tư D2,10.8074106,106.7168432
Ngã ba Cảng Than,10.8054934,106.720868
Trường THPT Hồng Đức,10.8034089,106.7206453
Chợ Văn Thánh,10.8013437,106.7187263
Trường Khiếm thính Hy Vọng,10.7948167,106.7097892
Đại học Tôn Đức Thánh,10.7931279,106.7100381
Trường THCS Phú Mỹ,10.7925488,106.7121537
Cầu vượt Thủ Thiêm,10.790905,106.714839
TTTM Sài Gòn,10.7838212,106.7043628
Chu Mạnh Trinh,10.780897,106.7049261
Sở Kế hoạch và Đầu tư,10.7790053,106.7032821
Vincom Center Đồng Khởi - 72 Lê Thánh Tôn,10.7778204,106.702246
Phố đi bộ Nguyễn Huệ,10.7754135,106.7001378
Chùa Giác Nguyên,10.759287,106.7013879
Hồ bơi Quận 4,10.7576123,106.7014164
Nhà thuốc Hữu Nghị,10.7560605,106.7030421
Tôn Đản,10.7561037,106.7051247
Tôn Đản,10.7551001,106.7057003
Công an Phường 4,10.7532008,106.7035671
Đại học Kinh tế TP.HCM,10.7059064,106.6390997
Kí túc xá Đại học Kinh tế,10.7604752,106.6721404
Nhà khách Bộ Công an,10.7620222,106.6863007
Trần Hưng Đạo,10.7645395,106.6918772
Đại học Hồng Bàng,10.7999266,106.7075657
Vòng xoay Hàng Xanh,10.8009117,106.7099161
Vòng xoay Hàng Xanh,10.8014918,106.709851
Nguyễn Đình Chiểu,10.7898169,106.7021296
Nguyễn Cư Trinh,10.7646555,106.69179
Cống Quỳnh,10.7638709,106.6896949
Trường Cao đẳng Sư phạm Trung ương Thành phố,10.7603143,106.6705192
Bệnh viện Phước An,10.7531151,106.7002576
Trạm xăng Nguyễn Khoái,10.7571189,106.6932856
Nguyễn Khoái,10.758249,106.693527
Chùa Long Bửu,10.7605288,106.6978249
Trường Đại học Sài Gòn,10.7590907,106.6828411
Chung cư 109 Nguyễn Biểu,10.7555719,106.6837738
Công an Phường 8,10.750387,106.6796956
Viện Y tế Cộng đồng,10.7493803,106.6771394
Lê Quang Kim,10.7476541,106.6748016
Dã Tượng,10.7454657,106.6642081
Chợ Xóm Củi,10.7461362,106.6609001
CoopMart - Đối diện 61 Tuy Lúy Vương,10.7442018,106.6554216
Cầu số 1,10.7442787,106.6522146
Kho 289,10.7411369,106.646917
Cầu Kinh Ngang số 2,10.7397866,106.6446192
Cầu số 3,10.7245564,106.6312902
Kí túc xá Trường Công nghệ Thực phẩm,10.7191504,106.6318346
Cầu Rạch Cát,10.7154867,106.6294451
Mễ Cốc,10.7129752,106.626348
Cầu Rạch Cát,10.7162545,106.6302116
Kí túc xá Trường Công nghệ Thực phẩm,10.7190577,106.6319186
Cầu số 3,10.7244554,106.6311688
Cầu Kinh Ngang số 2,10.7399337,106.645098
Kho 289,10.741309,106.6473437
Cầu số 1,10.7430242,106.650289
CoopMart Tuy Lý Vương,10.7439524,106.6552019
Lê Quang Kim,10.7479149,106.6752897
Viện Y tế Cộng đồng,10.7495763,106.6777034
Công an Phường 8,10.7504022,106.6802528
Chung cư 109 Nguyễn Biểu,10.7549282,106.6841736
Trường THCS Ba Đình,10.7586456,106.6827397
Chùa Lâm Tế,10.7657514,106.6879201
Chùa Long Bửu,10.760487,106.6979578
Nguyễn Khoái,10.7585111,106.6935983
Trạm xăng Nguyễn Khoái,10.7571202,106.6932029
Trung tâm Giáo dục Thường xuyên Quận 4,10.7551634,106.6942525
Chợ Tôn Thất Thuyết,10.7535674,106.6951365
Bệnh viện Phước An,10.753043,106.7006939
Nguyễn Văn Linh,10.7184674,106.6556424
Trường Tiểu học Bình Hưng,10.7157574,106.6555526
Chùa An Hòa,10.7119289,106.6556747
Mầm non Ánh Việt,10.708374,106.6553961
Xăng dầu Phong Phú,10.7047013,106.6548438
Chùa Thiện Phước,10.7015713,106.6543752
Trung tâm tư vấn đào tạo Úc Mỹ,10.698211,106.6543696
Trạm xăng Kim Quang,10.6955029,106.6548829
Trịnh Quang Nghị,10.6925375,106.6550077
Trường Tiểu học Phong Phú,10.6884136,106.653508
Sân banh ngã ba - A2/33 Quốc lộ 50,10.6831059,106.6510695
Hội quán Thanh niên,10.6779386,106.6505246
Ngã ba đường 3S,10.6735611,106.650872
Trường THCS Đa Phước,10.6696989,106.6510831
Nghĩa trang Đa Phước,10.6666868,106.6512262
Đường liên ấp 1-2,10.6627308,106.6515804
Chùa Linh Hòa,10.6599194,106.6517711
Chùa Tam Bửu,10.6560704,106.6532015
Chùa Phước Hội,10.6525025,106.6546251
Cầu Ông Thìn,10.6481046,106.6559396
Trạm xăng Hoàng Thái,10.6443023,106.6567502
Khánh Vinh,10.634871,106.6528669
Phạm Tấn Mười,10.6360894,106.6505715
Phạm Tấn Mười,10.6361465,106.6502578
Khánh Vinh,10.634734,106.6528938
Trạm xăng Hoàng Thái,10.644521,106.6568308
Bệnh viện Tâm thần Bình Minh,10.6482295,106.6560202
Chùa Phước Hội,10.6524468,106.6547601
Chùa Tam Bửu,10.6561753,106.6533229
Chùa Linh Hòa,10.6598302,106.6519402
Đường liên ấp 1-2,10.6630161,106.651661
Nghĩa trang Đa Phước,10.6664198,106.6513951
Trường THCS Đa Phước,10.6698871,106.6511697
Công ty Hồng Nhất,10.6734521,106.6509996
Đình Chánh An Phú,10.6778462,106.650669
Trường chuyên biệt Rạng Đông,10.6830871,106.6512003
Trường Tiểu học Phong Phú,10.6885086,106.6536865
Trịnh Quang Nghị,10.6926182,106.6551032
Trạm xăng Kim Quang,10.69561,106.6549806
Trung tâm tư vấn đào tạo Úc Mỹ,10.6980931,106.6545243
Chùa Thiện Phước,10.7019415,106.6545515
Xăng dầu Phong Phú,10.7046388,106.6549329
Mầm non Ánh Việt,10.7081458,106.6555051
Chùa An Hòa,10.7121146,106.6557776
Văn phòng Ấp 3,10.7154943,106.6556822
Chùa Thiên Trì,10.7186234,106.6557455
Trạm giữa Vĩnh Lộc,10.8186996,106.5854951
Đường liên ấp 5-6,10.8204915,106.5876485
Chốt 2 KCN Vĩnh Lộc,10.82236,106.5895955
Kho vật tư thiết bị - Đường số 2,10.8243929,106.5914588
Công ty Cholimex,10.8260367,106.5927084
Chung cư Hoàng Hải,10.8301623,106.5954776
Bưu điện Phan Văn Đối,10.8334695,106.5971187
Nhà hàng Ngọc Huyền,10.8363858,106.5987459
Chùa Giác Hoàng,10.8385008,106.5998784
Trường THCS Phan Công Hớn,10.842002,106.5998895
Nguyễn Thị Sóc,10.8464429,106.6003844
Cua chữ S - 13/5 Nguyễn Ánh Thủ,10.8493733,106.6021664
Hậu Lân - Bà Điểm,10.8518889,106.6042756
Ngã tư Trung Chánh,10.8543298,106.6064855
Tân Chánh Hiệp 36,10.856245,106.6241806
Trường Mẫu giáo Nai By,10.8575603,106.6275519
Bệnh viện Quận 12,10.8595259,106.6305083
Tân Chánh Hiệp 10,10.8637263,106.6335899
Huỳnh Thị Hai,10.8673149,106.635406
Nguyễn Thị Kiểu,10.8711845,106.6373349
Trần Thị Do,10.871028,106.6395246
Trường Tiểu học Lê Văn Thọ,10.86965,106.6428451
Trường THPT Võ Trường Toản,10.871866,106.6442072
Nghĩa trang Vĩnh Nghiêm,10.8754096,106.6461296
Hiệp Thành 31,10.8768366,106.6442038
Hiệp Thành 31,10.8767405,106.6440134
Nghĩa trang Vĩnh Nghiêm,10.8757152,106.6461816
Trường THPT Võ Trường Toản,10.8725069,106.6444387
Trường Tiểu học Lê Văn Thọ,10.8699932,106.6429525
Trần Thị Do,10.8708284,106.6400898
Nguyễn Thị Kiểu,10.8714278,106.6373912
Huỳnh Thị Hai,10.8667829,106.6350531
Tân Chánh Hiệp 10,10.8632342,106.6331513
Bệnh viện Quận 12,10.8602104,106.6309924
Trường Mẫu giáo Nai By,10.8577015,106.6279803
Tân Chánh Hiệp 36,10.8567423,106.6244233
Ngã tư Trung Chánh,10.8546455,106.6066169
Hậu Lân - Bà Điểm,10.8515661,106.6038463
Cua chữ S - 11/6A Nguyễn Ánh Thủ,10.8490925,106.6018468
Nguyễn Thị Sóc,10.8463159,106.6002225
Trường THCS Phan Công Hớn,10.8411817,106.5992819
Chùa Giác Hoàng,10.8379356,106.5995235
Nhà hàng Ngọc Huyền,10.8362242,106.5985212
Bưu điện Phan Văn Đối,10.8341644,106.5973595
Chung cư Hoàng Hải,10.8318789,106.5962752
Công ty Cholimex,10.8260629,106.5923276
Công ty Jonton,10.8245631,106.5911443
Khu công nghiệp Vĩnh Lộc,10.8227221,106.5894299
Xã Nhị Bình,10.8188113,106.5855207
Lê Lai,10.8174167,106.6854691
Phạm Văn Đồng,10.8185798,106.688051
Nút giao Lê Quang Định,10.8194763,106.6907499
Nút giao Phạm Văn Đồng - Phan Văn Trị,10.8205949,106.6949627
Cầu Rạch Lăng,10.8212946,106.6976226
Chung cư Cửu Long,10.8221261,106.7006967
Cầu Bình Lợi,10.8230082,106.7040122
Đường 30,10.8417907,106.7447792
Chùa Quan Âm,10.8475357,106.7480552
Ngã tư Tô Ngọc Vân - Phạm Văn Đồng,10.8518437,106.7505483
Đại học Cảnh sát Nhân dân,10.8602236,106.7529109
Đường số 9,10.8629124,106.7554685
Ngã tư Bình Đường,10.8646714,106.7587018
Nút giao Kha Vạn Cân - Phạm Văn Đồng,10.8658645,106.7609891
Nhà hàng tiệc cưới Phố Đôi,10.8686879,106.763319
Trạm cầu vượt Linh Xuân,10.8713161,106.7638952
Thư viện Trung tâm Đại học Quốc gia TP.HCM,10.8675271,106.7950435
Hồ Câu cá,10.8717442,106.7981126
Hồ Câu cá,10.8711372,106.7977164
Khu Công nghệ Phần mềm Đại học Quốc gia,10.8669003,106.7946589
Cầu vượt Linh Xuân,10.8713914,106.7637062
Nhà hàng tiệc cưới Phố Đôi,10.867785,106.7624972
Ngã tư Bình Đường,10.8654148,106.7596539
Đường số 9,10.8631745,106.7554591
Đại học Cảnh sát Nhân dân,10.860351,106.7527028
Ngã tư Tô Ngọc Vân - Phạm Văn Đồng,10.8540966,106.7515421
Đình thần Bình Quới Đông,10.8478311,106.7479429
Cầu Bình Lợi,10.823304,106.7038833
Chung cư Cửu Long,10.8224429,106.7006057
Cầu Rạch Lăng,10.8214364,106.6968492
Chùa Phổ Minh,10.8204822,106.6932432
Nút giao Lê Quang Định,10.819403,106.6893271
Lê Lợi,10.8175831,106.685244
Trường Đại học Kỹ thuật Công nghệ,10.8084537,106.6720816
Cây xăng Quân đội,10.8075109,106.66844
Bãi xe buýt Phổ Quang,10.8053564,106.6665876
Rạp Tân Sơn Nhất,10.8024864,106.6658298
Ngã tư Bình Thái,10.836959,106.7670251
